,Tags_Will revert after reading the email,Total Time Spent on Website,Lead Profile_Potential Lead,Last Notable Activity_SMS Sent,Lead Origin_Lead Add Form,Lead Profile_Unspecified,What is your current occupation_Working Professional,Last Activity_SMS Sent,Tags_Interested in other courses,Tags_Ringing,Lead Source_Reference,What is your current occupation_Unemployed,Last Notable Activity_Modified,Last Activity_Olark Chat Conversation,Tags_Closed by Horizzon,Specialization_Unspecified,Tags_switched off,Specialization_Operations Management,Tags_Lateral student,Do Not Email_Yes,Tags_Lost to Others,Tags_number not provided,Tags_in touch with EINS,Specialization_International Business,TotalVisits,Specialization_Human Resource Management,Last Activity_Email Bounced,Tags_invalid number,Tags_Graduation in progress,Lead Source_Social Media,Specialization_Rural and Agribusiness,Tags_Still Thinking,Tags_opp hangup,Last Notable Activity_Email Received,Tags_Interested  in full time MBA,Lead Source_Olark Chat,Lead Origin_Landing Page Submission,Last Activity_Page Visited on Website,Lead Profile_Student of SomeSchool,Tags_wrong number given,Lead Source_blog,Lead Source_Welingak Website,How did you hear about X Education_Student of SomeSchool,What is your current occupation_Other,Tags_Not doing further education,Last Activity_View in browser link Clicked,Specialization_IT Projects Management,Tags_Busy,Specialization_E-COMMERCE,Last Notable Activity_Resubscribed to emails,Lead Source_Direct Traffic,Last Activity_Unreachable,City_Tier II Cities,How did you hear about X Education_SMS,Last Activity_Resubscribed to emails,Tags_In confusion whether part time or DLP,Lead Source_Pay per Click Ads,Last Notable Activity_View in browser link Clicked,Lead Profile_Lateral Student,Lead Profile_Other Leads,Lead Source_Google,Page Views Per Visit,Tags_Want to take admission but has financial problems,City_Other Metro Cities,Tags_Interested in Next batch,Last Activity_Visited Booth in Tradeshow,Lead Origin_Quick Add Form,Lead Source_Press_Release,Last Activity_Unsubscribed,Last Activity_Converted to Lead,Lead Source_bing,Lead Origin_Lead Import,Last Activity_Email Received,How did you hear about X Education_Unspecified,What matters most to you in choosing a course_Other,Lead Source_Live Chat,How did you hear about X Education_Other,Last Notable Activity_Email Opened,Last Activity_Email Opened,Lead Source_Organic Search,Lead Source_welearnblog_Home,Last Notable Activity_Page Visited on Website,Last Activity_Email Link Clicked,City_Other Cities of Maharashtra,Lead Source_Others,Last Notable Activity_Unsubscribed,Specialization_Services Excellence,Converted
8430,False,-0.43980792541732255,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,-0.6621178914984045,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-0.6512895128050066,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5527,True,0.6238197489407428,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3128990300124157,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,1
8710,False,-0.5127840951845998,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2.6769604521870343,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.4334225978645935,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0
4956,True,1.5871051898688018,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.1056048342174981,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3128990300124157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
7081,True,0.31731983591817847,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.6512895128050066,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
5637,False,-0.8831381567535316,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2.1204473949061278,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.169653201282104,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
4741,True,-0.18439133123185233,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.285677808984768,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.723370387055971,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1
7881,True,1.034310703881677,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,0.1726516944229551,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7949933014211268,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
6884,False,-0.8904357737302593,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,-0.9403744201388577,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8749,True,-0.8904357737302593,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
6377,False,-0.26284071373167534,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.3838613628579513,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-0.1691952413962954,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,0
0,False,-0.8904357737302593,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1276,False,-0.8904357737302593,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,-0.9403744201388577,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
808,False,-0.8740161355326219,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,2.6769604521870343,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4334225978645935,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1890,False,-0.8904357737302593,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,1
9087,False,-0.8904357737302593,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,-0.9403744201388577,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.1333837842137178,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7063,False,-0.635019179544789,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.45090822306340833,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.2770875728298379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,0
938,False,1.79326286946136,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1.0074212803443148,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5539461657167712,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,1
